"","X","id","pname","gender","fname","canonical_fname","oname","born_on_year","begin_on_year","begin_on_month","begin_on_day","end_on_year","end_on_month","end_on_day","nationality"
"209",6812,5319,"C.J. Brunskog",0,"Temporary Collaborator","First Division","Information Section",NA,1930,9,8,1930,9,29,"Scandinavian"
"210",6813,5320,"Prof. A. Brusewitz",0,"Temporary Collaborator","First Division","Information Section",NA,1927,6,NA,NA,NA,NA,"Scandinavian"
"211",6816,5322,"Tristan Buesst",0,"Temporary Collaborator","First Division","Information Section",NA,1934,9,7,1934,9,28,"British"
"212",6819,9233,"Charles Watson Dawson",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1892,1937,9,13,1937,10,6,"British"
"213",6831,5333,"Pedro Guillermo Itriago",0,"Temporary Collaborator","First Division","Information Section",NA,1931,8,31,1931,9,21,"South American"
"214",6833,5335,"Robert  Haas",0,"Member of Section","First Division","Communications and Transit Section",1891,1919,12,9,1927,1,1,"French"
"215",6834,5335,"Robert  Haas",0,"Chief of Section","First Division","Communications and Transit Section",1891,1927,1,1,1931,1,1,"French"
"216",6835,5335,"Robert  Haas",0,"Director","First Division","Communications and Transit Section",1891,1931,1,1,1935,11,3,"French"
"217",6836,5335,"Robert  Haas",0,"Secretariat","Secretariat","Advisory and Technical Committee for Communications and Transit of the League of Nations",1891,1921,NA,NA,NA,NA,NA,"French"
"218",6840,5337,"Max Habicht",0,"Member of Section","First Division","Social Questions and Opium Traffic Section",1899,1928,10,1,1934,11,28,"Swiss"
"219",6841,5337,"Max Habicht",0,"Member of Section","First Division","Legal Section",1899,1934,11,28,1939,3,11,"Swiss"
"220",6850,5344,"Marson Una",1,"Temporary Collaborator","First Division","Information Section",NA,1935,9,5,1935,9,26,"British"
"221",6852,5346,"Edouard Rodolphe de Haller",0,"Member of Section","First Division","Administrative and Minorities Section",1897,1926,4,6,1928,7,1,"Swiss"
"222",6853,5346,"Edouard Rodolphe de Haller",0,"Member of Section","First Division","Mandates Section",1897,1928,7,1,1935,12,1,"Swiss"
"223",6854,5346,"Edouard Rodolphe de Haller",0,"Acting Director","First Division","Mandates Section",1897,1935,12,1,1937,12,31,"Swiss"
"224",6855,5346,"Edouard Rodolphe de Haller",0,"Director","First Division","Mandates Section",1897,1938,1,1,1940,7,31,"Swiss"
"225",6857,5347,"William Martin",0,"Assistant Director","First Division","Information Section",NA,1919,10,26,1920,7,15,"Swiss"
"226",6858,5348,"A. Martyn Finlay",0,"Temporary Collaborator","First Division","Information Section",NA,1938,9,9,1938,9,30,"British"
"227",6867,5354,"Edvard Hambro",0,"Temporary Collaborator","First Division","Information Section",1911,1933,9,22,1933,10,13,"Scandinavian"
"228",6873,5359,"Pierre Comert",0,"Director","First Division","Information Section",1880,1919,7,21,1932,12,31,"French"
"229",6875,5361,"James Edward Meade",0,"Expert/Specialist","First Division","Financial Section & Economic Intelligence Service",1907,1938,1,3,1940,6,13,"British"
"230",6881,5367,"H. Mignot",0,"Temporary Collaborator","First Division","Information Section",NA,1928,8,29,1928,9,12,"French"
"231",6887,5372,"Janet Mitchell",1,"Temporary Collaborator","First Division","Information Section",NA,1935,9,5,1935,9,26,"British"
"232",6889,5374,"Victor  Mogens",0,"Temporary Collaborator","First Division","Information Section",NA,1930,9,8,1930,9,29,"Scandinavian"
"233",6890,5375,"Paul Erik Alfred Mohn",0,"Temporary Collaborator","First Division","Information Section",1898,1929,8,26,1929,9,16,"Scandinavian"
"234",6891,5376,"Lous  Mohr",1,"Temporary Collaborator","First Division","Information Section",NA,1934,9,7,1934,9,28,"Scandinavian"
"235",6895,5380,"Maurice Cornil",0,"Temporary Collaborator","First Division","Information Section",NA,1931,9,31,1931,10,21,"French"
"236",6896,5381,"Jean Daniel de Montenach",0,"Member of Section","First Division","Political Section",1892,1920,3,10,1939,2,13,"Swiss"
"237",6898,5382,"Renato da Costa Almeida",0,"Temporary Collaborator","First Division","Information Section",NA,1936,9,17,1936,10,17,"South American"
"238",6899,5383,"J. L.  Cottle",0,"Temporary Collaborator","First Division","Information Section",NA,1936,9,9,1936,9,30,"British"
"239",6901,5386,"John Hamilton",0,"League of Nations staff","League of Nations staff","League of Nations",NA,1920,9,NA,NA,NA,NA,"British"
"240",6904,5389,"Denys Noël  Crapon",0,"Expert/Specialist","First Division","Disarmament Section",1887,1933,7,10,1937,8,31,"French"
"241",6905,5390,"Winifred Hamilton",1,"League of Nations staff","League of Nations staff","Communications and Transit Section",1895,1921,7,4,1922,3,27,"British"
"242",6906,11401,"Constance Myra Harris",1,"Shorthand Typist","Second Division","Pool",1896,1919,8,12,1922,10,30,"British"
"243",6907,5391,"Dame Rachel Eleanor Crowdy",1,"Chief of Section","First Division","Social Questions and Opium Traffic Section",1884,1922,8,1,1931,1,14,"British"
"244",6908,11272,"David William Alun Llewellyn",0,"Translator","First Division","Pool",1903,1937,5,12,1937,5,31,"British"
"245",6909,11272,"David William Alun Llewellyn",0,"Précis Writer","First Division","Pool",1903,1937,5,125,1937,5,31,"British"
"246",6910,5393,"Âke  Hammarskjöld",0,"Member of Section","First Division","Legal Section",1893,1920,3,19,1922,NA,NA,"Scandinavian"
"247",6913,5395,"Kathleen Mulchrone",1,"Temporary Collaborator","First Division","Information Section",NA,1929,8,19,1929,9,9,"British"
"248",6919,5399,"John Mulgan",0,"Temporary Collaborator","First Division","Information Section",NA,1936,9,17,1936,10,15,"British"
"249",6922,5403,"Edward Albert Radice",0,"Expert/Specialist","First Division","Economic and Financial Section",NA,1939,4,22,1930,9,24,"British"
"250",6930,5407,"Humphrey Charles Mynors",0,"Expert/Specialist","First Division","Economic and Financial Section",NA,1926,9,22,1926,10,21,"British"
"251",6940,5412,"William Harpham",0,"Expert/Specialist","First Division","Economic Relations Section",1906,1937,9,15,1939,11,6,"British"
"252",6945,5417,"Edwin  Haward",0,"Expert/Specialist","First Division","Information Section",1884,1939,1,16,1939,12,12,"British"
"253",6946,10945,"Doris Mary de Zouche",1,"Translator","First Division","Pool",1890,1924,8,25,1925,10,3,"British"
"254",6953,5423,"Prof. William E. Rappard",0,"Director","First Division","Mandates Section",NA,1920,11,1,1924,12,31,"Swiss"
"255",6973,5428,"Thora Daugaard",1,"Temporary Collaborator","First Division","Information Section",1874,1934,9,9,1934,9,30,"Scandinavian"
"256",6977,5430,"Florian Delhorbe",0,"Member of Section","First Division","Précis-Writing Department",1888,1921,4,1,1924,8,31,"Swiss"
"257",6978,5431,"Luis Ernesto Denegri",0,"Correspondent","Second Division","League of Nations",NA,1929,9,26,1930,9,25,"South American"
"258",6979,5432,"Antoine Charles Pierre Denis",0,"Member of Section","First Division","Political Section",1883,1920,9,5,1921,9,NA,"French"
"259",6980,5432,"Antoine Charles Pierre Denis",0,"Member of Section","First Division","Deputy Secretary-General's Office",1883,1921,9,NA,1926,12,31,"French"
"260",6981,5432,"Antoine Charles Pierre Denis",0,"Expert/Specialist","First Division","Financial Section & Economic Intelligence Service",1883,1932,4,18,1932,10,8,"French"
"261",6983,5434,"Eugène  Derobert",0,"Expert/Specialist","First Division","Economic Relations Section",1886,1930,2,6,1940,5,23,"Swiss"
"262",6985,10945,"Doris Mary de Zouche",1,"Translator","First Division","Pool",1890,1926,7,19,1936,12,31,"British"
"263",6986,10945,"Doris Mary de Zouche",1,"Translator","First Division","Pool",1890,1946,4,6,1946,4,18,"British"
"264",6987,10945,"Doris Mary de Zouche",1,"Précis Writer","First Division","Pool",1890,1937,1,1,1940,11,30,"British"
"265",6988,11439,"Dorothy Henley",1,"Shorthand Typist","Second Division","Pool",1897,1946,4,6,1946,4,18,"British"
"266",6989,11068,"Dorothy Isobel Lang",1,"Stenographer","Second Division","Pool",1892,1926,4,26,1926,6,19,"British"
"267",6990,11538,"Dorothy Mary Hoon",1,"Shorthand Typist","Second Division","Pool",1885,1926,6,7,1926,6,26,"British"
"268",6999,10344,"Dulcie Grace Yorke",1,"Shorthand Typist","Second Division","Pool",1887,1925,9,7,1930,NA,NA,"British"
"269",7000,5443,"Eduardo Diez de Medina",0,"Correspondent","Second Division","League of Nations",1882,1933,8,1,1938,12,31,"South American"
"270",7001,5444,"Fernando Diez de Medina",0,"Correspondent","Second Division","League of Nations",1908,1939,1,1,1946,7,31,"South American"
"271",7007,5447,"Bengt Helger",0,"Expert/Specialist","First Division","Financial Section & Economic Intelligence Service",NA,1938,1,24,1939,3,28,"Scandinavian"
"272",7017,5451,"Carin Hermelin",1,"Temporary Collaborator","First Division","Information Section",NA,1935,9,5,1935,9,26,"Scandinavian"
"273",7019,5453,"Carl Doka",0,"Temporary Collaborator","First Division","Information Section",NA,1935,9,9,1935,9,30,"Swiss"
"274",7021,10344,"Dulcie Grace Yorke",1,"Shorthand Typist","Second Division","Pool",1887,1930,9,10,1930,12,31,"British"
"275",7022,5456,"Sir Eric Drummond",0,"Secretary-General","First Division","Secretary-General's Office",1876,1919,5,5,1933,6,30,"British"
"276",7023,5457,"William Martin Hill",0,"Member of Section","First Division","Economic and Financial Section",1905,1927,10,3,1934,2,8,"British"
"277",7024,5457,"William Martin Hill",0,"Member of Section","First Division","Under Secretaries-Generals' in charge of Political Section Office",1905,1934,2,8,1939,6,12,"British"
"278",7025,5457,"William Martin Hill",0,"League of Nations staff","League of Nations staff","League of Nations",1905,1939,6,12,1940,1,1,"British"
"279",7026,5457,"William Martin Hill",0,"League of Nations staff","League of Nations staff","League of Nations",1905,1940,1,1,1945,6,27,"British"
"280",7027,5457,"William Martin Hill",0,"League of Nations staff","League of Nations staff","Secretary-General's Office",1905,1945,7,26,1946,5,7,"British"
"281",7028,5458,"Reverend  Dubois",0,"Temporary Collaborator","First Division","Information Section",NA,1938,9,9,1938,9,30,"French"
"282",7030,5460,"Lieut. Col.  H. G.  Eady",0,"Temporary Collaborator","First Division","Information Section",NA,1935,9,5,1935,9,18,"British"
"283",7031,10344,"Dulcie Grace Yorke",1,"Shorthand Typist","Second Division","Pool",1887,1931,6,1,1931,9,28,"British"
"284",7032,5462,"Eichelberger",0,"Temporary Collaborator","First Division","Information Section",NA,1938,9,9,1938,9,30,"Scandinavian"
"285",7033,5463,"Erik Einan Ekstrand ",0,"Director","First Division","Social Questions and Opium Traffic Section",1880,1931,4,7,1939,7,4,"Scandinavian"
"286",7039,5466,"Jean  Escande",0,"Temporary Collaborator","First Division","Information Section",NA,1933,9,22,1933,10,13,"French"
"287",7042,5469,"Georges Maxime Rastel",0,"Member of Section","First Division","Financial Section & Economic Intelligence Service",1910,1939,3,6,1940,6,30,"French"
"288",7045,5472,"Robert Redslob",0,"Temporary Collaborator","First Division","Information Section",NA,1930,9,8,1930,9,29,"French"
"289",7051,5476,"W. J. Hinton",0,"Research Student","First Division","Information Section",NA,1938,8,15,1938,8,31,"British"
"290",7054,5478,"Frank Hoare",0,"Temporary Collaborator","First Division","Information Section",NA,1928,9,3,1928,9,17,"British"
"291",7055,5479,"Marcel Hoden",0,"Member of Section","First Division","Information Section",1888,1921,5,1,1931,1,1,"French"
"292",7056,5479,"Marcel Hoden",0,"Member of Section","First Division","Deputy Secretary-General's Office",1888,1931,1,1,1933,7,1,"French"
"293",7057,5479,"Marcel Hoden",0,"Chef de Cabinet","First Division","Secretary-General's Office",1888,1933,7,1,1938,10,31,"French"
"294",7058,5480,"Jean Dupuy",0,"Temporary Collaborator","First Division","Information Section",NA,1935,9,5,1935,9,26,"French"
"295",7060,10344,"Dulcie Grace Yorke",1,"Shorthand Typist","Second Division","Pool",1887,1932,1,4,1932,6,19,"British"
"296",7061,5483,"Bertil Arne Renborg",0,"Chief of Section","First Division","Social Questions and Opium Traffic Section",NA,1939,11,1,1946,8,31,"Scandinavian"
"297",7062,5485,"Pierre Renouvin",0,"Temporary Collaborator","First Division","Information Section",NA,1931,8,31,1931,9,20,"French"
"298",7065,5488,"William Ress",0,"Temporary Collaborator","First Division","Information Section",NA,1929,8,26,1929,9,16,"British"
"299",7072,5494,"Berit Gulliksen",1,"Temporary Collaborator","First Division","Information Section",NA,1933,9,21,1933,10,12,"Scandinavian"
"300",7073,5495,"José Eduardo Guerra",0,"Correspondent","Second Division","League of Nations",1893,1928,12,1,1930,11,30,"South American"
"301",7078,5499,"J. Graff",1,"Temporary Collaborator","First Division","League of Nations",NA,1934,9,7,1934,9,28,"French"
"302",7079,5500,"John MacKey Hodge",0,"Member of Section","First Division","Disarmament Section",1881,1923,11,5,1925,12,7,"British"
"303",7083,5504,"Henri Pierre Hoffer",0,"Member of Section","First Division","Intellectual Cooperation and International Bureaux Section",1866,1920,8,14,1921,10,6,"Swiss"
"304",7084,5505,"Emile Giraud",0,"Member of Section","First Division","Legal Section",1894,1927,1,11,1940,7,14,"French"
"305",7085,5505,"Emile Giraud",0,"Legal Adviser","First Division","Legal Section",1894,1940,7,14,1940,8,3,"French"
"306",7086,5505,"Emile Giraud",0,"Legal Adviser","First Division","Legal Section",1894,1942,1,1,1942,1,31,"French"
"307",7087,5505,"Emile Giraud",0,"Legal Adviser","First Division","Legal Section",1894,1943,10,1,1946,12,31,"French"
"308",7088,11539,"E. Clare Hoon",1,"Shorthand Typist","Second Division","Pool",NA,1923,8,13,1923,9,29,"British"
"309",7090,8532,"E. Darby",1,"Lon Duplicator","Second Division","Pool",NA,1920,10,22,1920,12,18,"British"
"310",7115,5524,"Fabre",1,"Temporary Collaborator","First Division","Information Section",NA,1928,8,29,1928,9,12,"French"
"311",7116,5525,"Finn Tage Blichfeldt Friis",0,"Member of Section","First Division","Mandates Section",1897,1923,7,1,1930,9,1,"Scandinavian"
"312",7117,5525,"Finn Tage Blichfeldt Friis",0,"Member of Section","First Division","Disarmament Section",1897,1930,9,1,1940,5,27,"Scandinavian"
"313",7119,5526,"Antoine Favre",0,"Temporary Collaborator","First Division","Information Section",NA,1931,8,31,1931,9,20,"Swiss"
"314",7120,5527,"Arthur Elliott Felkin",0,"Member of Section","First Division","Economic and Financial Section",NA,1923,1,15,NA,NA,NA,"British"
"315",7121,5527,"Arthur Elliott Felkin",0,"Member of Section","First Division","Social Questions and Opium Traffic Section",NA,1938,7,1,1946,8,31,"British"
"316",7132,5536,"Ingvald Forfang",0,"Temporary Collaborator","First Division","Information Section",NA,1931,8,31,1931,9,21,"Scandinavian"
"317",7136,5538,"John Marcus Fleming",0,"Member of Section","First Division","Economic and Financial Section",NA,1935,11,29,1937,6,30,"British"
"318",7139,11695,"E. E. Chamberlain",1,"Shorthand Typist","Second Division","General Assemblies Staff",NA,1920,11,20,1920,12,18,"British"
"319",7140,5543,"Henri Ernest Reymond",0,"Member of Section","First Division","Russian Refugees Section

",NA,1930,1,1,1931,3,31,"Swiss"
"320",7143,5549,"Olaf Ripa",0,"Temporary Collaborator","First Division","Information Section",NA,1936,9,17,1936,10,7,"Scandinavian"
"321",7149,5556,"H.R. Rodwell",0,"Temporary Collaborator","First Division","Information Section",NA,1934,9,7,NA,NA,NA,"British"
"322",7150,11695,"E. E. Chamberlain",1,"Shorthand Typist","Second Division","General Assemblies Staff",NA,1922,8,21,1922,9,30,"British"
"323",7151,5558,"Daria Maria Amelia Rohner-Frosali",1,"Assistant Secretary","Secretary","Under Secretaries-Generals' in charge of Political Section Office",NA,1920,1,26,1939,10,31,"Swiss"
"324",7158,5563,"Johan Ansgar Esaias Rosenborg",0,"Member of Section","First Division","Financial Section & Economic Intelligence Service",NA,1921,7,20,1946,7,31,"Scandinavian"
"325",7160,5565,"Helmer Rostgaard Gommesen Rosting",0,"Member of Section","First Division","Administrative and Minorities Section",NA,1920,5,16,1936,1,15,"Scandinavian"
"326",7161,11157,"E.J. Lawrenson",1,"Stenographer","Second Division","Pool",NA,1946,4,6,1946,4,18,"British"
"327",7163,5568,"Jaques Léon Rueff",0,"Member of Section","First Division","Economic and Financial Section",NA,1927,2,28,1930,5,31,"French"
"328",7164,11303,"Edith Ethel Lyons",1,"Stenographer","Second Division","Pool",1895,1926,8,4,1926,9,25,"British"
"329",7166,5572,"Héléne Louise Laccard",1,"Clerk","Second Division","Library",1898,1924,4,14,1939,9,8,"Swiss"
